sentence,label,paragraph,hierarchy,doc_id
"""We have made a firm commitment.",0,"Ms Hewitt said: ""We have already doubled the length of maternity pay, it was 13 weeks when we were elected, we have already taken it up to 26 weeks. ""We are going to extend the pay to nine months by 2007 and the aim is to get it right up to the full 12 months by the end of the next Parliament."" She said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid. ""We have made a firm commitment. We will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400."" She said ministers would consult on other proposals that could see fathers being allowed to take some of their partner's maternity pay or leave period, or extending the rights of flexible working to carers or parents of older children. The Shadow Secretary of State for the Family, Theresa May, said: ""These plans were announced by Gordon Brown in his pre-budget review in December and Tony Blair is now recycling it in his desperate bid to win back women voters.""","She said new mothers were already entitled to 12 months leave, but that many women could not take it as only six of those months were paid.[SEP]""We have made a firm commitment.[SEP]We will definitely extend the maternity pay, from the six months where it now is to nine months, that's the extra £1,400.""",politics001.txt
"New mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.",0,"Ms Hewitt also stressed the plans would be paid for by taxpayers, not employers. But David Frost, director general of the British Chambers of Commerce, warned that many small firms could be ""crippled"" by the move. ""While the majority of any salary costs may be covered by the government's statutory pay, recruitment costs, advertising costs, retraining costs and the strain on the company will not be,"" he said. Further details of the government's plans will be outlined on Monday. New mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.","Further details of the government's plans will be outlined on Monday.[SEP]New mothers are currently entitled to 90% of average earnings for the first six weeks after giving birth, followed by £102.80 a week until the baby is six months old.[SEP][NULL]",politics001.txt
July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa.,0,"July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa. The announcement followed the final meeting of the commission - which includes singer Bob Geldof - in London. As well as more aid, fairer trade and less debt, the commission is likely to demand action on corruption in Africa. Mr Blair told a news conference: ""It will be a report that's brutally frank about the reality, but I hope idealistic about what can be done if the will is there. ""It's an ambitious project we have set ourselves and you will have to judge on its outcome when we publish it.""",[NULL][SEP]July's G8 summit in Gleneagles in Perthshire - chaired by the prime minister - will use the report as the basis for talks on Africa.[SEP]The announcement followed the final meeting of the commission - which includes singer Bob Geldof - in London.,politics026.txt
Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8.,0,"Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8. He acknowledged he would have a ""a job of persuading to do"" on other nations to get the necessary commitment to debt relief. Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa. The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands. The people involved include two African government leaders and a range of other African politicians, as well as experts from some other developed countries.","[NULL][SEP]Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8.[SEP]He acknowledged he would have a ""a job of persuading to do"" on other nations to get the necessary commitment to debt relief.",politics026.txt
The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands.,0,"Mr Blair has vowed to put Africa at the top of his agenda during his time at the helm of the G8. He acknowledged he would have a ""a job of persuading to do"" on other nations to get the necessary commitment to debt relief. Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa. The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands. The people involved include two African government leaders and a range of other African politicians, as well as experts from some other developed countries.","Bob Geldof, in characteristically blunt style, promised that the commission would not just be a talking shop but would deliver radical new thinking to change direction for Africa.[SEP]The former rock star's presence on the commission has been interpreted as a sign that it will be uncompromising in its demands.[SEP]The people involved include two African government leaders and a range of other African politicians, as well as experts from some other developed countries.",politics026.txt
"""If Parliament wanted to make entering the House of Commons chamber on foot a criminal offence it should have done so, but it can't do so retrospectively.",0,"""There is no offence of trespassing in the House of Commons - it is not a criminal offence,"" he said. ""If Parliament wanted to make entering the House of Commons chamber on foot a criminal offence it should have done so, but it can't do so retrospectively. ""We are not prosecuted for that. We are prosecuted for a Public Order Act offence. We are not guilty of it."" They will appear at Bow Street Magistrates' Court on 21 December, a police spokesman said. Otis Ferry, a former Eton pupil and joint leader of the South Shropshire Hunt, said: ""I have no regrets. ""We have done nothing wrong beyond the obvious which was to stand up for our rights and not act like a sheep like the rest of the country."" One of the men, David Redvers, 34, from Hartpury, Gloucestershire, said he and the other seven protesters would plead not guilty to the charges.","""There is no offence of trespassing in the House of Commons - it is not a criminal offence,"" he said.[SEP]""If Parliament wanted to make entering the House of Commons chamber on foot a criminal offence it should have done so, but it can't do so retrospectively.[SEP]""We are not prosecuted for that.",politics066.txt
"Although hunting with dogs is now a criminal offence, exercising hounds, chasing a scent trail and flushing out foxes to be shot are still legal.",0,"Although hunting with dogs is now a criminal offence, exercising hounds, chasing a scent trail and flushing out foxes to be shot are still legal. Addressing claims that the new law was unenforceable, Mr Michael told BBC Radio 4's Today Programme: ""There has been a lot of spin about this by those that support hunting. ""The reality is that the law is very clear. You can't chase wild mammals with a pack of dogs, whether the wild mammal is a fox or a deer. ""If people do so and pretend they're not it's going to become very clear. You can't hunt accidentally."" Mr Michael also denied the hunting ban had led to a breakdown of trust between the government and rural communities. He said most people living in the countryside were more concerned with issues like the economy, the health service and their children's future than hunting.","[NULL][SEP]Although hunting with dogs is now a criminal offence, exercising hounds, chasing a scent trail and flushing out foxes to be shot are still legal.[SEP]Addressing claims that the new law was unenforceable, Mr Michael told BBC Radio 4's Today Programme: ""There has been a lot of spin about this by those that support hunting.",politics152.txt
"""When the prime minister turns to the chancellor and says how much have we got in the coffers Mr Brown, he says well, prime minister, bad news, all the houses in Britain have been painted but actually nobody has paid any tax,"" observed Mr MacKenzie.",0,"Mr Lim later reduced the panel to fits of giggles as he outlined his plan to make people do community service instead of paying taxes. ""When the prime minister turns to the chancellor and says how much have we got in the coffers Mr Brown, he says well, prime minister, bad news, all the houses in Britain have been painted but actually nobody has paid any tax,"" observed Mr MacKenzie. ""That was an total disaster. I just couldn't seem to think of things to say,"" a crestfallen Mr Lim confided in the show's presenter, Jonathan Maitland. Irfan Hanif, a 25-year-old doctor from Bolton, made a good impression, even if he was a little thrown by Mr MacKenzie's suggestion that instead of being treated by the NHS, young drunks should ""given a good beating"" and left to die. Dominic Carman - son of late libel lawyer George Carman - was voted through to the final 25, on a platform of cutting defence spending to boost education. Opinion was more divided over Rodney Hylton-Potts, a 59-year-old convicted fraudster. Mr MacKenzie thought the smooth-talking former solicitor - with a hardline on crime and immigration - deserved a chance to progress. ""He could join the rest of the crooks in the Houses of Parliament."" But Ms Kelly said she ""would not trust him as far as she could throw him"". The series continues throughout the week, with the public given the chance to evict one prospective MP every night. ITV will not fund the election campaign for the eventual winner, but the publicity could give the winner a flying start over other candidates.","Mr Lim later reduced the panel to fits of giggles as he outlined his plan to make people do community service instead of paying taxes.[SEP]""When the prime minister turns to the chancellor and says how much have we got in the coffers Mr Brown, he says well, prime minister, bad news, all the houses in Britain have been painted but actually nobody has paid any tax,"" observed Mr MacKenzie.[SEP]""That was an total disaster.",politics259.txt
Inevitably they insist there is no need to raise taxes to fund improvements in services.,0,"Inevitably they insist there is no need to raise taxes to fund improvements in services. The Tories claim they can improve services AND cut taxes through £35bn efficiency savings, while Labour has offered £22bn savings but has yet to map out precise tax proposals, although there is little chance they will propose increases. In many ways the argument between the Lib Dems and the others over taxation and spending echo the sort of arguments that raged between Labour and the Tories in the 1980s and early 1990s. But, unlike the old Tory-Labour debate, he believes voters are ready to see ""modest"" tax increases on the well off in order to fund improvements in services. That is a view partly endorsed by recent polls suggesting people would rather have cash spent on public services than tax cuts.","[NULL][SEP]Inevitably they insist there is no need to raise taxes to fund improvements in services.[SEP]The Tories claim they can improve services AND cut taxes through £35bn efficiency savings, while Labour has offered £22bn savings but has yet to map out precise tax proposals, although there is little chance they will propose increases.",politics283.txt
"If ethnic minorities were represented in the House of Commons in proportion to their numbers in the population, there would be 42 ethnic minority MPs.",0,"Last month the chairman of the Commission for Racial Equality (CRE) also called for ethnic minority shortlists in certain circumstances. A CRE spokesman said the organisation had nothing to add on the shortlist issue specifically but would be working with all the political parties to address the under-representation of ethnic minorities in Parliament. ""We will be raising it with each of the party leaders on a formal basis and helping them find the most appropriate way forward,"" the spokesman said. Ethnic minorities make up 8% of the United Kingdom population but only 2% of MPs - 13 out of 659 - are from a visible minority group. Twelve of them represent Labour, and one is a Liberal Democrat. If ethnic minorities were represented in the House of Commons in proportion to their numbers in the population, there would be 42 ethnic minority MPs.","Twelve of them represent Labour, and one is a Liberal Democrat.[SEP]If ethnic minorities were represented in the House of Commons in proportion to their numbers in the population, there would be 42 ethnic minority MPs.[SEP][NULL]",politics318.txt
This has included bringing in directly elected mayors to head local authorities and trialling postal voting.,0,"Mr Cook, who is giving evidence to the Power inquiry into voter turnout rates, told BBC Radio 4's Today Programme it was not fair to blame the public who were ""more interested in politics than ever before"". ""They are turned off by the way we do politics in Britain. There's a message there for politicians."" He urged politicians to avoid negative campaigning and to ""speak more from the heart"". ""We should be not so afraid to say what we stand for."" He also criticised the cult of personality politics: ""There's far too much interest in celebrities. ""Politics are in danger of becoming another branch of the celebrity industry."" The government has tried a number of things in an attempt to boost voter turnout, which fell to 59% in the last general election in 2001. This has included bringing in directly elected mayors to head local authorities and trialling postal voting.","The government has tried a number of things in an attempt to boost voter turnout, which fell to 59% in the last general election in 2001.[SEP]This has included bringing in directly elected mayors to head local authorities and trialling postal voting.[SEP][NULL]",politics323.txt
"A row was sparked after the party published posters appearing to depict Michael Howard, who is Jewish, as Fagin, and as a flying pig, amid claims they were anti-Semitic.",0,"A row was sparked after the party published posters appearing to depict Michael Howard, who is Jewish, as Fagin, and as a flying pig, amid claims they were anti-Semitic. The posters were labelled a ""big misjudgement"" by the Conservatives who said Labour's ""first shot in the election has badly backfired"".","[NULL][SEP]A row was sparked after the party published posters appearing to depict Michael Howard, who is Jewish, as Fagin, and as a flying pig, amid claims they were anti-Semitic.[SEP]The posters were labelled a ""big misjudgement"" by the Conservatives who said Labour's ""first shot in the election has badly backfired"".",politics332.txt
"Rob Hoadley returned to haunt his old club at the Madejski Stadium, scoring the opening try in the 43rd minute.",0,"Rob Hoadley returned to haunt his old club at the Madejski Stadium, scoring the opening try in the 43rd minute. Tom Voyce powered through the Irish defence for Wasps' second try before Richard Birkett went over unchallenged. Mark van Gisbergen added 18 points. Irish replied with three penalties and a Mark Mapletoft drop goal before Scott Staniforth ran in a consolation try. Barry Everitt, who replaced Mapletoft late in the game, added the conversion to become the fourth Premiership player to reach 1,000 points. He joins Jonny Wilkinson, Tim Stimpson and Paul Grayson in achieving that target. Wasps piled on the pressure in an attempt to grab a fourth try which would have secured them a bonus point, but they were denied by some desperate defending from Irish. Director of rugby Warren Gatland revealed that harsh words at half-time inspired his Wasps side to raise their game after the restart.","[NULL][SEP]Rob Hoadley returned to haunt his old club at the Madejski Stadium, scoring the opening try in the 43rd minute.[SEP]Tom Voyce powered through the Irish defence for Wasps' second try before Richard Birkett went over unchallenged.",sport294.txt
Lawrence Dallaglio's team have now got it all to do in the quest for a quarter-final place given that two of their last three games are away - against Leicester and Biarritz.,0,"Lawrence Dallaglio's team have now got it all to do in the quest for a quarter-final place given that two of their last three games are away - against Leicester and Biarritz. However, Wasps rugby director Warren Gatland warned his side will will not relinquish their European title without a fight. ""If we lose next week, then we are struggling,"" said Gatland. ""But we don't want to give this trophy away. We worked so hard to win it last season, we will go down fighting. ""We have got to get our scrum right next week, it is the biggest cause for concern."" Leicester coach John Wells saluted the outstanding work of Graham Rowntree and Julian White, who were magnificent up front. ""They were the backbone of our performance today,"" said Wells. ""And to score three tries against the European champions at home was also something I am pleased about.""","[NULL][SEP]Lawrence Dallaglio's team have now got it all to do in the quest for a quarter-final place given that two of their last three games are away - against Leicester and Biarritz.[SEP]However, Wasps rugby director Warren Gatland warned his side will will not relinquish their European title without a fight.",sport376.txt
O'Gara finally got Ireland on the board with a dropped goal in the ninth minute only for Contepomi to rifle over his second penalty two minutes later.,0,"O'Gara kicked all of Ireland's points, with two dropped goals and five penalties, to give the home side a 100% record in their autumn internationals. An impressive Argentina appeared in control until the dying seconds. The Pumas shocked the Irish early on with a try from Federico Aramburu, and Felipe Contepomi kicked 14 points. The well-drilled and sharper Pumas out-played and out-thought Ireland in the early stages. Indiscipline allowed Argentina's Leinster fly-half Contepomi to open the scoring in the third minute with a straightforward penalty. He was on the mark again two minutes later when Argentina shocked a ragged Ireland with the first try of the game. Ireland turned the ball over and Manuel Contepomi broke through an unstructured defence before feeding his midfield partner Aramburu to sprint in under the posts. O'Gara finally got Ireland on the board with a dropped goal in the ninth minute only for Contepomi to rifle over his second penalty two minutes later. Playing into a strong wind and rain, Ireland continued to come second best in tight situations, and turnovers began to mount up against a rugged defence. O'Gara managed to land his second penalty in the 36th minute, but once again Contepomi replied in kind four minutes into first-half injury time. The second-half started as the first had ended. O'Gara rifled over another penalty in the 45th minute, but Contepomi matched it three minutes later. The upper-body strength of the Pumas never allowed Ireland to take control up front, while the three-quarters had no space to manoeuvre. Ireland had to rely on O'Gara's boot to keep in touch rather than any contrived running plays. The Munsterman landed two more penalties - one of them from 48 metres - to bring his team to within four points with 13 minutes on the clock remaining. And Ireland's chance came when Argentina's number eight Gonzalo Longo was yellow carded with six minutes to go for an offence in the line-out. O'Gara made no mistake as he rifled over his fifth penalty to set up a tense final few minutes. But Ireland showed great composure to get themselves into a position to allow O'Gara to thump over a massive drop goal to complete a tremendous, if fortuitous, comeback.","Ireland turned the ball over and Manuel Contepomi broke through an unstructured defence before feeding his midfield partner Aramburu to sprint in under the posts.[SEP]O'Gara finally got Ireland on the board with a dropped goal in the ninth minute only for Contepomi to rifle over his second penalty two minutes later.[SEP]Playing into a strong wind and rain, Ireland continued to come second best in tight situations, and turnovers began to mount up against a rugged defence.",sport380.txt
"The revised 56-man elite squad includes Wasps hooker Phil Greening, who replaces the retired Mark Regan, and Sale wing Mark Cueto.",0,"The revised 56-man elite squad includes Wasps hooker Phil Greening, who replaces the retired Mark Regan, and Sale wing Mark Cueto. Cueto was selected for the November internationals despite not being part of the group, but scored four tries in three England appearances. Leicester scrum-half Harry Ellis has also been promoted from the senior national academy, and will contest the number nine jersey with Dawson and Gloucester's Andy Gomarsall. The players in Robinson's elite squad can only play 32 matches for club and country. They can be called up for a total of 16 training days in addition to the recognised international weeks for each of the years leading up to the next World Cup.","[NULL][SEP]The revised 56-man elite squad includes Wasps hooker Phil Greening, who replaces the retired Mark Regan, and Sale wing Mark Cueto.[SEP]Cueto was selected for the November internationals despite not being part of the group, but scored four tries in three England appearances.",sport383.txt
"They need only a microphone, a PC, and some editing software.",0,"But more and more iPod owners are filling that space with audio content created by an unpredictable assortment of producers. It is called ""podcasting"" and its strongest proponent is former MTV host and VJ (video jockey) Adam Curry. Podcasting takes its name from the Apple iPod, although you do not need an iPod to create one or to listen to a podcast. A podcast is basically an internet-based radio show which podcasters create, usually in the comfort of their own home. They need only a microphone, a PC, and some editing software. They then upload their shows to the internet and others can download and listen to them, all for free. Using technology based on XML computer code and RSS - Really Simple Syndication - listeners can subscribe to podcasts collected automatically in a bit of software, which Mr Curry has pioneered. The latest MP3 files of shows can then be picked up by a music playing device automatically.","A podcast is basically an internet-based radio show which podcasters create, usually in the comfort of their own home.[SEP]They need only a microphone, a PC, and some editing software.[SEP]They then upload their shows to the internet and others can download and listen to them, all for free.",tech110.txt
"""If I were to tell my mom, or my mother-in-law to copy an XML or RSS file to their podcast aggregator, they would think I was speaking a foreign language,"" Mr McIntyre says.",0,"Chris McIntyre runs Podcast Alley and says that there are good sites out there but that not everyone has the technological know-how to simply listen. ""If I were to tell my mom, or my mother-in-law to copy an XML or RSS file to their podcast aggregator, they would think I was speaking a foreign language,"" Mr McIntyre says. Along with technical challenges, there may be legal challenges to podcasters who air their favourite, albeit copyrighted, music. Some in podcasting also worry that too much attention may turn what they see as the ""anti-radio"" into something that is more like conventional broadcasting. Already there is interest in podcasting from the corporate world. Heineken is doing its own podcast now, and so is Playboy. For his part, Adam Curry's pressing ahead with his own vision of what podcasting should be. He loves doing The Daily Source Code because it is about introducing good music and cool ideas to new audiences. He has even been called the Ed Sullivan or Johnny Carson of podcasting which, he says, ""is a badge I'll wear with great honour. ""To be the Johnny Carson, or Ed Sullivan of anything is wonderful. And you know what? You don't need a hell of a lot of talent. ""You just have to be nice, have your ears open, and let people shine. And that's good for me.""","Chris McIntyre runs Podcast Alley and says that there are good sites out there but that not everyone has the technological know-how to simply listen.[SEP]""If I were to tell my mom, or my mother-in-law to copy an XML or RSS file to their podcast aggregator, they would think I was speaking a foreign language,"" Mr McIntyre says.[SEP]Along with technical challenges, there may be legal challenges to podcasters who air their favourite, albeit copyrighted, music.",tech110.txt
"""ISPs need to enhance the broadband experience for these high-end users by prioritising or reserving bandwidth for games,"" he added.",0,"In a bid to cope and ease congestion, providers are increasingly making their networks intelligent, finding out who is using bandwidth and for what. It could become common to charge people for the amount of bandwidth they use. ""The explosion in Xbox Live traffic attributed to Halo 2 should be seen as a clarion call,"" he said. ""ISPs need to enhance the broadband experience for these high-end users by prioritising or reserving bandwidth for games,"" he added.","""The explosion in Xbox Live traffic attributed to Halo 2 should be seen as a clarion call,"" he said.[SEP]""ISPs need to enhance the broadband experience for these high-end users by prioritising or reserving bandwidth for games,"" he added.[SEP][NULL]",tech221.txt
"Companies like Microsoft and Sony believe that there is a lot of money to be made by putting a computer underneath the TV of every household and then offering services such as music and video downloads, as well as giving an individual access to all the media they already own in one place.",0,"Using a technology called XDR, created by American firm Rambus, memory can run up to eight times faster than the current standard being promoted by Intel. Perhaps more important than any of the technology is the Cell's role in the imminent ""war on living rooms"". The big trend predicted for this year is the convergence of computers with home entertainment devices such as DVD players and hi-fis. Companies like Microsoft and Sony believe that there is a lot of money to be made by putting a computer underneath the TV of every household and then offering services such as music and video downloads, as well as giving an individual access to all the media they already own in one place.","The big trend predicted for this year is the convergence of computers with home entertainment devices such as DVD players and hi-fis.[SEP]Companies like Microsoft and Sony believe that there is a lot of money to be made by putting a computer underneath the TV of every household and then offering services such as music and video downloads, as well as giving an individual access to all the media they already own in one place.[SEP][NULL]",tech319.txt
"By creating a radically new architecture, and using that architecture in a games console that is sure to be a huge seller, they hope that the Cell processor can become the dominant technology in the living room, shutting out their rivals.",0,"Sony and IBM want to make sure that the dominance of the PC market enjoyed by Microsoft and Intel is not allowed to extend to this market. By creating a radically new architecture, and using that architecture in a games console that is sure to be a huge seller, they hope that the Cell processor can become the dominant technology in the living room, shutting out their rivals. Once they have established themselves under the TV, there is no doubt that they hope to use this as a base camp to extend their might into our traditional PCs and instigate a regime change on the desktop. Cell is, in fact, specifically designed to be deployed throughout the house. The links between the multiple processors can also be extended to reach Cell processors in entirely different systems.","Sony and IBM want to make sure that the dominance of the PC market enjoyed by Microsoft and Intel is not allowed to extend to this market.[SEP]By creating a radically new architecture, and using that architecture in a games console that is sure to be a huge seller, they hope that the Cell processor can become the dominant technology in the living room, shutting out their rivals.[SEP]Once they have established themselves under the TV, there is no doubt that they hope to use this as a base camp to extend their might into our traditional PCs and instigate a regime change on the desktop.",tech319.txt
"Cell is, in fact, specifically designed to be deployed throughout the house.",1,"Sony and IBM want to make sure that the dominance of the PC market enjoyed by Microsoft and Intel is not allowed to extend to this market. By creating a radically new architecture, and using that architecture in a games console that is sure to be a huge seller, they hope that the Cell processor can become the dominant technology in the living room, shutting out their rivals. Once they have established themselves under the TV, there is no doubt that they hope to use this as a base camp to extend their might into our traditional PCs and instigate a regime change on the desktop. Cell is, in fact, specifically designed to be deployed throughout the house. The links between the multiple processors can also be extended to reach Cell processors in entirely different systems.","Once they have established themselves under the TV, there is no doubt that they hope to use this as a base camp to extend their might into our traditional PCs and instigate a regime change on the desktop.[SEP]Cell is, in fact, specifically designed to be deployed throughout the house.[SEP]The links between the multiple processors can also be extended to reach Cell processors in entirely different systems.",tech319.txt
"Intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to Cell, so that it doesn't lose its desktop PC dominance.",0,"Sony hopes to put Cells in televisions, kitchen appliances and anywhere that could use any sort of computer chip. Each Cell will be linked to the others, creating a vast home network of computing power. Resources of the Cells across the house can be pooled to provide more power, and the links can also be used to enable devices to talk to each other, so that you can programme your microwave from your TV, for example. This digital home of the future depends on the widespread adoption of the Cell processor and there are, as with all things, a number of reasons it could fail. Because the processor is so different, it requires programmers to learn a different way of writing software, and it may be that the changeover is simply too difficult for them to master. You can also guarantee that Microsoft and Intel are not going to sit around and let Cell take over home computing without a fight. Microsoft is going to be pushing its Xbox 2 as hard as possible to make sure that its technology, not Sony's, will be under your tree next Christmas. Intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to Cell, so that it doesn't lose its desktop PC dominance. If Cell succeeds in becoming the living room technology of choice, however, it could provide the jump-start to the fully digital home of the future. The revolution might not be televised, but it could well be played with a videogame controller.","Microsoft is going to be pushing its Xbox 2 as hard as possible to make sure that its technology, not Sony's, will be under your tree next Christmas.[SEP]Intel will be furiously working on new designs that address the problems of its current chips to create a rival technology to Cell, so that it doesn't lose its desktop PC dominance.[SEP]If Cell succeeds in becoming the living room technology of choice, however, it could provide the jump-start to the fully digital home of the future.",tech319.txt
Prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products.,0,"Prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products. But the Court of Appeals for the District of Columbia ruled that the US government could not sue the firms under legislation drawn up to counteract Mafia infiltration of business. The tobacco companies deny that they illegally conspired to promote smoking and defraud the public. They also say they have already met many of the government's demands in a landmark $206bn settlement reached with 46 states in 1998. Shares of tobacco companies closed higher after the ruling, with Altria rising 5% and Reynolds showing gains of 4.5%.",[NULL][SEP]Prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products.[SEP]But the Court of Appeals for the District of Columbia ruled that the US government could not sue the firms under legislation drawn up to counteract Mafia infiltration of business.,business010.txt
He said investment in new models was needed to ensure the future of the Birmingham plant.,0,"Transport & General Worker's Union general secretary Tony Woodley repeated his view on Friday that all mergers led to some job cuts. He said investment in new models was needed to ensure the future of the Birmingham plant. ""This is a very crucial and delicate time and our efforts are targeted to securing new models for the company which will mean jobs for our people,"" he said. SAIC says none of its money will be paid to the four owners of Rover, who have been accused by unions of awarding themselves exorbitant salaries, the FT reports. ""SAIC is extremely concerned to ensure that its money is used to invest in the business rather than be distributed to the shareholders,"" the newspaper quotes a source close to the Chinese firm. Meanwhile, according to Chinese state press reports, small state-owned carmaker Nanjing Auto is in negotiations with Rover and SAIC to take a 20% stake in the joint venture. SAIC was unavailable for comment on the job cuts when contacted by BBC News. Rover and SAIC signed a technology-sharing agreement in August.","Transport & General Worker's Union general secretary Tony Woodley repeated his view on Friday that all mergers led to some job cuts.[SEP]He said investment in new models was needed to ensure the future of the Birmingham plant.[SEP]""This is a very crucial and delicate time and our efforts are targeted to securing new models for the company which will mean jobs for our people,"" he said.",business034.txt
The South African group will release its results for the year to 31 March on 30 May.,1,"""Discussions with Barclays are continuing, but shareholders are advised that no agreement has been reached as to any offer being made by Barclays to acquire a majority stake in Absa,"" Absa said in a statement. If Barclays buys a stake in Absa it will be one of the largest foreign investments in South Africa in recent years. Absa currently has a market value of about $8.5bn (£4.4bn). Analysts said Absa's earnings forecast was better than expected. However, the company warned that headline earnings growth would be trimmed by about four percentage points because of share options for a black economic empowerment transaction and a staff share incentive scheme. The South African group will release its results for the year to 31 March on 30 May.","However, the company warned that headline earnings growth would be trimmed by about four percentage points because of share options for a black economic empowerment transaction and a staff share incentive scheme.[SEP]The South African group will release its results for the year to 31 March on 30 May.[SEP][NULL]",business218.txt
"And TCI which holds about 5%, has made a request for an extraordinary shareholders meeting to be held to vote on replacing the company's entire supervisory board.",0,"Deutsche Boerse's supervisory board has approved the possible takeover of the LSE despite the signs of opposition from investors. ""The onus is on Deutsche Boerse's management to demonstrate why the purchase of the LSE creates more value for shareholders than other strategies, such as a buyback,"" said Richard Moffat, investment director of UK Equities at Standard Life Investments. Atticus Capital, holding 2% of Deutsche Boerse, wants it to buy back its own shares rather than buy the LSE. And TCI which holds about 5%, has made a request for an extraordinary shareholders meeting to be held to vote on replacing the company's entire supervisory board. It has also demanded that shareholders be consulted about the proposed acquisition, and whether the operator of the Frankfurt stock exchange should return $500m (£266m) to shareholders instead.","Atticus Capital, holding 2% of Deutsche Boerse, wants it to buy back its own shares rather than buy the LSE.[SEP]And TCI which holds about 5%, has made a request for an extraordinary shareholders meeting to be held to vote on replacing the company's entire supervisory board.[SEP]It has also demanded that shareholders be consulted about the proposed acquisition, and whether the operator of the Frankfurt stock exchange should return $500m (£266m) to shareholders instead.",business220.txt
"No further details were given, with Mr Trutnev suggesting that Russia may decide on a case-by-case basis.",0,"The Federal Natural Resources Agency said ""the government is interested in letting Russian companies develop strategic resources"". The foreign ownership issue will be dealt with according to Russia's competition law, natural resources minister Yuri Trutnev was quoted as saying by the Interfax news agency. No further details were given, with Mr Trutnev suggesting that Russia may decide on a case-by-case basis. Observers said that the move may represent a shift in policy, as the administration of Vladimir Putin puts the protection of national interests above free market dynamics. Russia recently wrested back control of a large chunk of its oil industry from stock-market listed company Yukos, a move that prompted calls of outrage from many investors.","The foreign ownership issue will be dealt with according to Russia's competition law, natural resources minister Yuri Trutnev was quoted as saying by the Interfax news agency.[SEP]No further details were given, with Mr Trutnev suggesting that Russia may decide on a case-by-case basis.[SEP]Observers said that the move may represent a shift in policy, as the administration of Vladimir Putin puts the protection of national interests above free market dynamics.",business222.txt
The introduction of 'chip and pin' cards has tightened security for transactions on the High Street.,0,"Anti-fraud consultancy Retail Decisions says 'card-not-present' fraud, where goods are paid for online or by phone, has risen since the start of 2005. The introduction of 'chip and pin' cards has tightened security for transactions on the High Street. But the clampdown has caused fraudsters to change tack, Retail Decisions said.","Anti-fraud consultancy Retail Decisions says 'card-not-present' fraud, where goods are paid for online or by phone, has risen since the start of 2005.[SEP]The introduction of 'chip and pin' cards has tightened security for transactions on the High Street.[SEP]But the clampdown has caused fraudsters to change tack, Retail Decisions said.",business236.txt
Traders ignored the possible effects of Asia's tidal waves on global supplies.,0,"Light crude oil futures fell $2.86 to $41.32 a barrel on the New York Mercantile Exchange (Nymex), and have now lost $4 in five days. Nonetheless, US crude is still 30% more expensive than at the beginning of 2004, boosted by growing demand and bottlenecks at refineries. Traders ignored the possible effects of Asia's tidal waves on global supplies.","Nonetheless, US crude is still 30% more expensive than at the beginning of 2004, boosted by growing demand and bottlenecks at refineries.[SEP]Traders ignored the possible effects of Asia's tidal waves on global supplies.[SEP][NULL]",business351.txt
The highs showed the gap in outlook between investors in large firms and individuals who have lost their livelihoods.,0,The highs showed the gap in outlook between investors in large firms and individuals who have lost their livelihoods.,[NULL][SEP]The highs showed the gap in outlook between investors in large firms and individuals who have lost their livelihoods.[SEP][NULL],business354.txt
